Year,Sum of IndicatorValue,AggregationLabel,IndicatorName,Gender,Ethnicity,AgeGrp,IMD,Locality,Sum of LowerCI95,Sum of UpperCI95
2016,8.27,Castle Vale,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,North,8.26,8.27
2016,9.08,Castle Vale,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,North,8.05,10.2
2016,9.08,Castle Vale,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,North,8.05,10.2
2016,11.8,Druids Heath & Monyhull,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,Central,11.8,11.8
2016,9.12,Druids Heath & Monyhull,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,Central,9.12,9.12
2016,7.07,Druids Heath & Monyhull,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,Central,6.22,7.99
2016,7.07,Druids Heath & Monyhull,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,Central,6.22,7.99
2016,12.1,Edgbaston,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,South,12.1,12.1
2016,11.3,Edgbaston,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,South,11.3,11.3
2016,5.83,Edgbaston,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,South,5.12,6.6
2016,5.83,Edgbaston,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q3,South,5.12,6.6
2016,11.3,Erdington,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,North,11.3,11.3
2016,9.67,Erdington,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,North,9.67,9.67
2016,6.13,Erdington,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,North,5.55,6.77
2016,6.13,Erdington,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,North,5.55,6.77
2016,9.97,Frankley Great Park,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,South,9.97,9.97
2016,9.17,Frankley Great Park,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,South,9.17,9.17
2016,8.35,Frankley Great Park,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,South,7.46,9.32
2016,8.35,Frankley Great Park,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,South,7.46,9.32
2016,12,Garretts Green,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,East,12,12
2016,10.1,Garretts Green,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,East,10.1,10.1
2016,8.36,Garretts Green,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,East,7.38,9.43
2016,8.36,Garretts Green,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,East,7.38,9.43
2016,9.59,Glebe Farm & Tile Cross,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,East,9.59,9.6
2016,8.45,Glebe Farm & Tile Cross,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,East,8.45,8.45
2016,9.39,Glebe Farm & Tile Cross,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,East,8.67,10.15
2016,9.39,Glebe Farm & Tile Cross,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,East,8.67,10.15
2016,11,Gravelly Hill,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,North,11,11
2016,9.92,Gravelly Hill,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,North,9.92,9.92
2016,8.1,Gravelly Hill,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,North,7.16,9.13
2016,8.1,Gravelly Hill,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,North,7.16,9.13
2016,11.7,Hall Green North,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,Central,11.7,11.7
2016,9.88,Hall Green North,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,Central,9.88,9.89
2016,14.3,Hall Green North,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,Central,13.5,15.3
2016,14.3,Hall Green North,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,Central,13.5,15.3
2016,12.7,Hall Green South,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,Central,12.7,12.8
2016,11.6,Hall Green South,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,Central,11.6,11.6
2016,7.51,Hall Green South,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,Central,6.62,8.48
2016,7.51,Hall Green South,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q3,Central,6.62,8.48
2016,11.5,Handsworth,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,West,11.5,11.5
2016,9.87,Handsworth,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,West,9.87,9.88
2016,19.8,Handsworth,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,West,18.4,21.4
2016,19.8,Handsworth,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,West,18.4,21.4
2016,12,Handsworth Wood,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,West,12,12
2016,10.2,Handsworth Wood,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,West,10.2,10.2
2016,16.5,Handsworth Wood,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,West,15.5,17.5
2016,16.5,Handsworth Wood,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q2,West,15.5,17.5
2016,11.6,Harborne,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,South,11.6,11.6
2016,10.1,Harborne,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,South,10.1,10.1
2016,5.9,Harborne,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,South,5.32,6.52
2016,5.9,Harborne,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q2,South,5.32,6.52
2016,9.74,Heartlands,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,East,9.74,9.74
2016,8.23,Heartlands,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,East,8.23,8.23
2016,14.4,Heartlands,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,East,13.1,15.7
2016,14.4,Heartlands,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,East,13.1,15.7
2016,11.5,Highter's Heath,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,Central,11.5,11.5
2016,10.2,Highter's Heath,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,Central,10.2,10.2
2016,7.44,Highter's Heath,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,Central,6.56,8.41
2016,7.44,Highter's Heath,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,Central,6.56,8.41
2016,11.3,Holyhead,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,West,11.3,11.3
2016,9.27,Holyhead,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,West,9.26,9.27
2016,18.5,Holyhead,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,West,17,20
2016,18.5,Holyhead,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,West,17,20
2016,12.1,King's Norton North,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,South,12.1,12.1
2016,10.6,King's Norton North,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,South,10.6,10.6
2016,6.98,King's Norton North,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,South,6.15,7.89
2016,6.98,King's Norton North,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,South,6.15,7.89
2016,10.2,King's Norton South,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,South,10.2,10.2
2016,9.5,King's Norton South,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,South,9.5,9.51
2016,10.1,King's Norton South,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,South,9,11.2
2016,10.1,King's Norton South,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,South,9,11.2
2016,10.2,Kingstanding,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,North,10.2,10.2
2016,9.03,Kingstanding,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,North,9.03,9.04
2016,9.8,Kingstanding,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,North,9.06,10.59
2016,9.8,Kingstanding,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,North,9.06,10.59
2016,10.8,Ladywood,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,West,10.8,10.8
2016,10.3,Ladywood,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,West,10.3,10.3
2016,7.58,Ladywood,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,West,6.85,8.35
2016,7.58,Ladywood,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,West,6.85,8.35
2016,11.3,Longbridge & West Heath,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,South,11.3,11.3
2016,9.89,Longbridge & West Heath,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,South,9.89,9.89
2016,8.03,Longbridge & West Heath,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,South,7.37,8.74
2016,8.03,Longbridge & West Heath,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,South,7.37,8.74
2016,11.3,Lozells,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,West,11.3,11.3
2016,8.41,Lozells,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,West,8.41,8.41
2016,18,Lozells,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,West,16.6,19.5
2016,18,Lozells,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,West,16.6,19.5
2016,11.1,Moseley,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,Central,11.1,11.1
2016,10.1,Moseley,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,Central,10.1,10.1
2016,10.1,Moseley,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,Central,9.4,10.9
2016,10.1,Moseley,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,Central,9.4,10.9
2016,10.1,Nechells,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,West,10.1,10.1
2016,8.17,Nechells,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,West,8.17,8.17
2016,14.8,Nechells,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,West,13.4,16.2
2016,14.8,Nechells,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,West,13.4,16.2
2016,10.7,Newtown,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,West,10.7,10.7
2016,9.32,Newtown,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,West,9.31,9.32
2016,12.6,Newtown,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,West,11.4,13.9
2016,12.6,Newtown,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,West,11.4,13.9
2016,11,North Edgbaston,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,South,11,11
2016,9.76,North Edgbaston,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,South,9.76,9.76
2016,9.54,North Edgbaston,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,South,8.8,10.32
2016,9.54,North Edgbaston,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,South,8.8,10.32
2016,11.7,Northfield,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,South,11.7,11.7
2016,10.2,Northfield,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,South,10.2,10.2
2016,6.15,Northfield,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,South,5.36,7.04
2016,6.15,Northfield,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q2,South,5.36,7.04
2016,11.4,Oscott,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,West,11.3,11.4
2016,10.2,Oscott,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,West,10.2,10.2
2016,7.43,Oscott,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,West,6.78,8.13
2016,7.43,Oscott,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,West,6.78,8.13
2016,12.1,Perry Barr,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,West,12.1,12.1
2016,9.78,Perry Barr,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,West,9.78,9.79
2016,10.3,Perry Barr,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,West,9.5,11.1
2016,10.3,Perry Barr,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q2,West,9.5,11.1
2016,10.2,Perry Common,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,North,10.2,10.2
2016,8.9,Perry Common,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,North,8.9,8.9
2016,5.98,Perry Common,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,North,5.22,6.82
2016,5.98,Perry Common,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,North,5.22,6.82
2016,10.6,Pype Hayes,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,North,10.6,10.6
2016,8.94,Pype Hayes,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,North,8.94,8.94
2016,8.89,Pype Hayes,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,North,7.94,9.93
2016,8.89,Pype Hayes,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,North,7.94,9.93
2016,12.3,Quinton,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,South,12.3,12.3
2016,10.4,Quinton,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,South,10.4,10.4
2016,7.6,Quinton,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,South,6.96,8.29
2016,7.6,Quinton,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,South,6.96,8.29
2016,11.8,Rubery & Rednal,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,South,11.8,11.8
2016,11.1,Rubery & Rednal,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,South,11.1,11.1
2016,6.78,Rubery & Rednal,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,South,5.91,7.75
2016,6.78,Rubery & Rednal,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,South,5.91,7.75
2016,10.2,Shard End,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,East,10.2,10.2
2016,9.35,Shard End,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,East,9.35,9.35
2016,6.38,Shard End,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,East,5.58,7.27
2016,6.38,Shard End,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,East,5.58,7.27
2016,10.9,Sheldon,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,East,10.9,10.9
2016,9.81,Sheldon,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,East,9.81,9.81
2016,8.73,Sheldon,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,East,8.01,9.49
2016,8.73,Sheldon,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,East,8.01,9.49
2016,12.3,Small Heath,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,East,12.2,12.3
2016,9.89,Small Heath,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,East,9.88,9.89
2016,18.5,Small Heath,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,East,17.4,19.7
2016,18.5,Small Heath,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,East,17.4,19.7
2016,10.1,Soho & Jewellery Quarter,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,West,10.1,10.1
2016,8.91,Soho & Jewellery Quarter,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,West,8.91,8.91
2016,14.2,Soho & Jewellery Quarter,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,West,13.3,15.2
2016,14.2,Soho & Jewellery Quarter,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,West,13.3,15.2
2016,12.2,South Yardley,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,East,12.2,12.2
2016,10.4,South Yardley,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,East,10.4,10.4
2016,6.67,South Yardley,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,East,5.83,7.6
2016,6.67,South Yardley,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,East,5.83,7.6
2016,11.3,Sparkbrook & Balsall Heath East,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,Central,11.3,11.3
2016,9.66,Sparkbrook & Balsall Heath East,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,Central,9.66,9.66
2016,19.9,Sparkbrook & Balsall Heath East,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,Central,18.9,21
2016,19.9,Sparkbrook & Balsall Heath East,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,Central,18.9,21
2016,11.9,Sparkhill,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,Central,11.9,11.9
2016,11.7,Sparkhill,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,Central,11.7,11.7
2016,16.6,Sparkhill,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,Central,15.6,17.7
2016,16.6,Sparkhill,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,Central,15.6,17.7
2016,10.8,Stirchley,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,Central,10.8,10.8
2016,9.81,Stirchley,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,Central,9.81,9.81
2016,7.65,Stirchley,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,Central,6.73,8.67
2016,7.65,Stirchley,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,Central,6.73,8.67
2016,10.8,Stockland Green,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,North,10.8,10.8
2016,9.92,Stockland Green,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,North,9.92,9.92
2016,5.78,Stockland Green,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,North,5.24,6.36
2016,5.78,Stockland Green,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,North,5.24,6.36
2016,12.2,Sutton Four Oaks,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,North,12.2,12.2
2016,11.1,Sutton Four Oaks,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,North,11.1,11.1
2016,4.97,Sutton Four Oaks,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,North,4.23,5.81
2016,4.97,Sutton Four Oaks,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q4,North,4.23,5.81
2016,13.4,Sutton Mere Green,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,North,13.4,13.4
2016,12.6,Sutton Mere Green,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,North,12.6,12.6
2016,3.59,Sutton Mere Green,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,North,2.98,4.29
2016,3.59,Sutton Mere Green,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q4,North,2.98,4.29
2016,11.9,Sutton Reddicap,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,North,11.9,11.9
2016,10.7,Sutton Reddicap,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,North,10.7,10.7
2016,4.33,Sutton Reddicap,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,North,3.64,5.12
2016,4.33,Sutton Reddicap,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q2,North,3.64,5.12
2016,13.5,Sutton Roughley,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,North,13.5,13.5
2016,11.2,Sutton Roughley,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,North,11.2,11.2
2016,2.8,Sutton Roughley,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,North,2.31,3.36
2016,2.8,Sutton Roughley,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q5,North,2.31,3.36
2016,12.5,Sutton Trinity,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,North,12.5,12.5
2016,11.7,Sutton Trinity,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,North,11.7,11.7
2016,1.91,Sutton Trinity,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,North,1.46,2.46
2016,1.91,Sutton Trinity,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q3,North,1.46,2.46
2016,11.5,Sutton Vesey,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,North,11.5,11.5
2016,11.1,Sutton Vesey,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,North,11.1,11.1
2016,4.05,Sutton Vesey,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,North,3.59,4.55
2016,4.05,Sutton Vesey,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q4,North,3.59,4.55
2016,11.7,Sutton Walmley & Minworth,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,North,11.7,11.7
2016,10.9,Sutton Walmley & Minworth,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,North,10.9,10.9
2016,6.23,Sutton Walmley & Minworth,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,North,5.59,6.92
2016,6.23,Sutton Walmley & Minworth,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q3,North,5.59,6.92
2016,11.4,Sutton Wylde Green,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,North,11.4,11.4
2016,10.3,Sutton Wylde Green,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,North,10.3,10.3
2016,4.83,Sutton Wylde Green,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,North,4.1,5.66
2016,4.83,Sutton Wylde Green,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q4,North,4.1,5.66
2016,9.96,Tyseley & Hay Mills,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,Central,9.95,9.96
2016,9.04,Tyseley & Hay Mills,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,Central,9.04,9.04
2016,11.9,Tyseley & Hay Mills,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,Central,10.8,13.2
2016,11.9,Tyseley & Hay Mills,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,Central,10.8,13.2
2016,10.9,Ward End,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,East,10.9,10.9
2016,8.71,Ward End,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,East,8.71,8.71
2016,14.3,Ward End,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,East,13.1,15.6
2016,14.3,Ward End,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,East,13.1,15.6
2016,12,Weoley & Selly Oak,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,Central,12,12
2016,10.3,Weoley & Selly Oak,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,Central,10.3,10.3
2016,6.72,Weoley & Selly Oak,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,Central,6.12,7.36
2016,6.72,Weoley & Selly Oak,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,Central,6.12,7.36
2016,10.3,Yardley East,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,East,10.3,10.3
