Year,Sum of IndicatorValue,AggregationLabel,IndicatorName,Gender,Ethnicity,AgeGrp,IMD,Locality,Sum of LowerCI95,Sum of UpperCI95,ICB
2016,11.2,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,Q5,NULL,11.2,11.2,BSOL ICB
2016,13.2,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Other,65+ yrs,NULL,NULL,13.2,13.2,BSOL ICB
2016,13,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Other,65+ yrs,Q1,NULL,13,13,BSOL ICB
2016,11.6,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Other,65+ yrs,Q2,NULL,11.6,11.6,BSOL ICB
2016,10.2,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Other,65+ yrs,Q3,NULL,10.2,10.2,BSOL ICB
2016,10.1,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Other,65+ yrs,Q4,NULL,10.1,10.1,BSOL ICB
2016,11.1,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Pakistani,65+ yrs,NULL,NULL,11.1,11.1,BSOL ICB
2016,11.1,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Pakistani,65+ yrs,Q1,NULL,11.1,11.1,BSOL ICB
2016,9.27,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Pakistani,65+ yrs,Q2,NULL,9.27,9.27,BSOL ICB
2016,8.45,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Pakistani,65+ yrs,Q3,NULL,8.45,8.45,BSOL ICB
2016,6.94,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Pakistani,65+ yrs,Q4,NULL,6.94,6.95,BSOL ICB
2016,10.3,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White British,65+ yrs,NULL,NULL,10.3,10.3,BSOL ICB
2016,9.94,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White British,65+ yrs,Q1,NULL,9.94,9.95,BSOL ICB
2016,10.5,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White British,65+ yrs,Q2,NULL,10.5,10.5,BSOL ICB
2016,11.7,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White British,65+ yrs,Q3,NULL,11.7,11.7,BSOL ICB
2016,11.5,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White British,65+ yrs,Q4,NULL,11.5,11.5,BSOL ICB
2016,11.5,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White British,65+ yrs,Q5,NULL,11.5,11.5,BSOL ICB
2016,9.7,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White other,65+ yrs,NULL,NULL,9.7,9.7,BSOL ICB
2016,9.69,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White other,65+ yrs,Q1,NULL,9.69,9.69,BSOL ICB
2016,7.46,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White other,65+ yrs,Q2,NULL,7.45,7.46,BSOL ICB
2016,9.6,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White other,65+ yrs,Q3,NULL,9.6,9.6,BSOL ICB
2016,8.55,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White other,65+ yrs,Q4,NULL,8.55,8.55,BSOL ICB
2017,9.09,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Bangladeshi,65+ yrs,NULL,NULL,9.09,9.09,BSOL ICB
2017,8.61,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Bangladeshi,65+ yrs,Q1,NULL,8.61,8.62,BSOL ICB
2017,8.96,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Black African,65+ yrs,NULL,NULL,8.96,8.96,BSOL ICB
2017,9.2,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Black African,65+ yrs,Q1,NULL,9.2,9.2,BSOL ICB
2017,6.11,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Black African,65+ yrs,Q2,NULL,6.11,6.11,BSOL ICB
2017,10.7,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Black Caribbean,65+ yrs,NULL,NULL,10.7,10.7,BSOL ICB
2017,10.6,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Black Caribbean,65+ yrs,Q1,NULL,10.6,10.6,BSOL ICB
2017,10.5,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Black Caribbean,65+ yrs,Q2,NULL,10.5,10.5,BSOL ICB
2017,11.3,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Black Caribbean,65+ yrs,Q3,NULL,11.2,11.3,BSOL ICB
2017,7.95,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Black Caribbean,65+ yrs,Q4,NULL,7.95,7.96,BSOL ICB
2017,10.7,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Indian,65+ yrs,NULL,NULL,10.7,10.7,BSOL ICB
2017,10.4,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Indian,65+ yrs,Q1,NULL,10.4,10.4,BSOL ICB
2017,10.7,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Indian,65+ yrs,Q2,NULL,10.7,10.7,BSOL ICB
2017,11.1,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Indian,65+ yrs,Q3,NULL,11.1,11.1,BSOL ICB
2017,10.7,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Indian,65+ yrs,Q4,NULL,10.7,10.7,BSOL ICB
2017,9.78,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Mixed,65+ yrs,NULL,NULL,9.78,9.78,BSOL ICB
2017,9.59,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Mixed,65+ yrs,Q1,NULL,9.59,9.59,BSOL ICB
2017,9.18,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Mixed,65+ yrs,Q2,NULL,9.18,9.18,BSOL ICB
2017,7.9,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Mixed,65+ yrs,Q3,NULL,7.9,7.9,BSOL ICB
2017,9.99,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,NULL,9.98,9.99,BSOL ICB
2017,9.68,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,Q1,NULL,9.68,9.69,BSOL ICB
2017,10.1,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,Q2,NULL,10.1,10.1,BSOL ICB
2017,11.6,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,Q3,NULL,11.6,11.6,BSOL ICB
2017,11.1,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,Q4,NULL,11.1,11.1,BSOL ICB
2017,11.3,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,Q5,NULL,11.3,11.3,BSOL ICB
2017,12.1,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Other,65+ yrs,NULL,NULL,12.1,12.1,BSOL ICB
2017,11.9,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Other,65+ yrs,Q1,NULL,11.9,11.9,BSOL ICB
2017,10.2,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Other,65+ yrs,Q2,NULL,10.2,10.2,BSOL ICB
2017,10.4,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Other,65+ yrs,Q3,NULL,10.4,10.4,BSOL ICB
2017,8.94,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Other,65+ yrs,Q4,NULL,8.94,8.94,BSOL ICB
2017,10.7,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Pakistani,65+ yrs,NULL,NULL,10.7,10.7,BSOL ICB
2017,10.6,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Pakistani,65+ yrs,Q1,NULL,10.6,10.6,BSOL ICB
2017,8.41,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Pakistani,65+ yrs,Q2,NULL,8.4,8.41,BSOL ICB
2017,8.13,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Pakistani,65+ yrs,Q3,NULL,8.13,8.13,BSOL ICB
2017,6.94,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Pakistani,65+ yrs,Q4,NULL,6.94,6.94,BSOL ICB
2017,10.1,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White British,65+ yrs,NULL,NULL,10.1,10.1,BSOL ICB
2017,9.76,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White British,65+ yrs,Q1,NULL,9.75,9.76,BSOL ICB
2017,10.2,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White British,65+ yrs,Q2,NULL,10.2,10.2,BSOL ICB
2017,11.6,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White British,65+ yrs,Q3,NULL,11.6,11.6,BSOL ICB
2017,11.3,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White British,65+ yrs,Q4,NULL,11.3,11.3,BSOL ICB
2017,11.5,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White British,65+ yrs,Q5,NULL,11.5,11.5,BSOL ICB
2017,9.2,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White other,65+ yrs,NULL,NULL,9.2,9.2,BSOL ICB
2017,8.92,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White other,65+ yrs,Q1,NULL,8.92,8.92,BSOL ICB
2017,7.21,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White other,65+ yrs,Q2,NULL,7.21,7.21,BSOL ICB
2017,9.69,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White other,65+ yrs,Q3,NULL,9.69,9.69,BSOL ICB
2017,8.55,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White other,65+ yrs,Q4,NULL,8.55,8.55,BSOL ICB
2018,9.03,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Bangladeshi,65+ yrs,NULL,NULL,9.03,9.03,BSOL ICB
2018,8.93,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Bangladeshi,65+ yrs,Q1,NULL,8.93,8.93,BSOL ICB
2018,9.59,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Black African,65+ yrs,NULL,NULL,9.59,9.59,BSOL ICB
2018,9.53,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Black African,65+ yrs,Q1,NULL,9.53,9.53,BSOL ICB
2018,6.11,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Black African,65+ yrs,Q2,NULL,6.11,6.11,BSOL ICB
2018,10.5,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Black Caribbean,65+ yrs,NULL,NULL,10.5,10.5,BSOL ICB
2018,10.4,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Black Caribbean,65+ yrs,Q1,NULL,10.4,10.4,BSOL ICB
2018,10.1,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Black Caribbean,65+ yrs,Q2,NULL,10.1,10.1,BSOL ICB
2018,12,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Black Caribbean,65+ yrs,Q3,NULL,12,12,BSOL ICB
2018,6.36,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Black Caribbean,65+ yrs,Q4,NULL,6.36,6.36,BSOL ICB
2018,10.6,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Indian,65+ yrs,NULL,NULL,10.6,10.6,BSOL ICB
2018,10.2,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Indian,65+ yrs,Q1,NULL,10.2,10.2,BSOL ICB
2018,10.8,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Indian,65+ yrs,Q2,NULL,10.8,10.8,BSOL ICB
2018,11.1,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Indian,65+ yrs,Q3,NULL,11.1,11.1,BSOL ICB
2018,10.7,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Indian,65+ yrs,Q4,NULL,10.7,10.7,BSOL ICB
2018,9.11,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Mixed,65+ yrs,NULL,NULL,9.11,9.12,BSOL ICB
2018,8.76,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Mixed,65+ yrs,Q1,NULL,8.76,8.76,BSOL ICB
2018,9.22,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Mixed,65+ yrs,Q2,NULL,9.22,9.23,BSOL ICB
2018,6,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Mixed,65+ yrs,Q3,NULL,6,6,BSOL ICB
2018,9.9,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,NULL,9.9,9.9,BSOL ICB
2018,9.57,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,Q1,NULL,9.57,9.58,BSOL ICB
2018,10.1,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,Q2,NULL,10.1,10.1,BSOL ICB
2018,11.5,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,Q3,NULL,11.5,11.5,BSOL ICB
2018,11.2,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,Q4,NULL,11.2,11.2,BSOL ICB
2018,11.4,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,Q5,NULL,11.4,11.4,BSOL ICB
2018,11.6,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Other,65+ yrs,NULL,NULL,11.6,11.6,BSOL ICB
2018,11.3,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Other,65+ yrs,Q1,NULL,11.3,11.3,BSOL ICB
2018,10.2,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Other,65+ yrs,Q2,NULL,10.2,10.2,BSOL ICB
2018,10.2,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Other,65+ yrs,Q3,NULL,10.2,10.2,BSOL ICB
2018,8.94,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Other,65+ yrs,Q4,NULL,8.94,8.94,BSOL ICB
2018,10.4,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Pakistani,65+ yrs,NULL,NULL,10.4,10.4,BSOL ICB
2018,10.4,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Pakistani,65+ yrs,Q1,NULL,10.4,10.4,BSOL ICB
2018,8.41,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Pakistani,65+ yrs,Q2,NULL,8.4,8.41,BSOL ICB
2018,8.13,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Pakistani,65+ yrs,Q3,NULL,8.13,8.13,BSOL ICB
2018,6.94,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Pakistani,65+ yrs,Q4,NULL,6.94,6.94,BSOL ICB
2018,9.99,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White British,65+ yrs,NULL,NULL,9.99,9.99,BSOL ICB
2018,9.6,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White British,65+ yrs,Q1,NULL,9.6,9.6,BSOL ICB
2018,10.2,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White British,65+ yrs,Q2,NULL,10.2,10.2,BSOL ICB
2018,11.4,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White British,65+ yrs,Q3,NULL,11.4,11.4,BSOL ICB
2018,11.3,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White British,65+ yrs,Q4,NULL,11.3,11.3,BSOL ICB
2018,11.4,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White British,65+ yrs,Q5,NULL,11.4,11.4,BSOL ICB
2018,8.96,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White other,65+ yrs,NULL,NULL,8.96,8.96,BSOL ICB
2018,8.56,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White other,65+ yrs,Q1,NULL,8.56,8.56,BSOL ICB
2018,7.21,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White other,65+ yrs,Q2,NULL,7.21,7.21,BSOL ICB
2018,9.33,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White other,65+ yrs,Q3,NULL,9.33,9.33,BSOL ICB
2018,8.55,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White other,65+ yrs,Q4,NULL,8.55,8.55,BSOL ICB
2019,9.14,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Bangladeshi,65+ yrs,NULL,NULL,9.14,9.14,BSOL ICB
2019,8.94,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Bangladeshi,65+ yrs,Q1,NULL,8.94,8.94,BSOL ICB
2019,9.93,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Black African,65+ yrs,NULL,NULL,9.93,9.93,BSOL ICB
2019,9.74,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Black African,65+ yrs,Q1,NULL,9.74,9.74,BSOL ICB
2019,6.11,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Black African,65+ yrs,Q2,NULL,6.11,6.12,BSOL ICB
2019,10.5,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Black Caribbean,65+ yrs,NULL,NULL,10.5,10.5,BSOL ICB
2019,10.3,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Black Caribbean,65+ yrs,Q1,NULL,10.3,10.3,BSOL ICB
2019,10,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Black Caribbean,65+ yrs,Q2,NULL,10,10,BSOL ICB
2019,9.95,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Black Caribbean,65+ yrs,Q3,NULL,9.94,9.95,BSOL ICB
2019,10.6,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Indian,65+ yrs,NULL,NULL,10.6,10.6,BSOL ICB
2019,10.1,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Indian,65+ yrs,Q1,NULL,10.1,10.1,BSOL ICB
2019,10.7,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Indian,65+ yrs,Q2,NULL,10.7,10.7,BSOL ICB
2019,11.1,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Indian,65+ yrs,Q3,NULL,11.1,11.1,BSOL ICB
2019,10.8,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Indian,65+ yrs,Q4,NULL,10.8,10.8,BSOL ICB
2019,8.44,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Mixed,65+ yrs,NULL,NULL,8.44,8.45,BSOL ICB
2019,8.46,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Mixed,65+ yrs,Q1,NULL,8.46,8.47,BSOL ICB
2019,6.28,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Mixed,65+ yrs,Q2,NULL,6.28,6.28,BSOL ICB
2019,9.83,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,NULL,9.82,9.83,BSOL ICB
2019,9.52,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,Q1,NULL,9.52,9.52,BSOL ICB
2019,9.94,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,Q2,NULL,9.94,9.94,BSOL ICB
2019,11.2,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,Q3,NULL,11.2,11.2,BSOL ICB
2019,11.1,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,Q4,NULL,11.1,11.1,BSOL ICB
2019,11.5,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,Q5,NULL,11.5,11.5,BSOL ICB
2019,11.3,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Other,65+ yrs,NULL,NULL,11.3,11.3,BSOL ICB
2019,11,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Other,65+ yrs,Q1,NULL,11,11,BSOL ICB
2019,9.85,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Other,65+ yrs,Q2,NULL,9.85,9.86,BSOL ICB
2019,10.2,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Other,65+ yrs,Q3,NULL,10.2,10.2,BSOL ICB
2019,9.28,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Other,65+ yrs,Q4,NULL,9.28,9.28,BSOL ICB
2019,10.2,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Pakistani,65+ yrs,NULL,NULL,10.2,10.2,BSOL ICB
2019,10.3,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Pakistani,65+ yrs,Q1,NULL,10.3,10.3,BSOL ICB
2019,8.41,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Pakistani,65+ yrs,Q2,NULL,8.4,8.41,BSOL ICB
2019,8.07,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Pakistani,65+ yrs,Q3,NULL,8.06,8.07,BSOL ICB
2019,6.94,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Pakistani,65+ yrs,Q4,NULL,6.94,6.94,BSOL ICB
2019,9.89,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White British,65+ yrs,NULL,NULL,9.89,9.89,BSOL ICB
2019,9.52,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White British,65+ yrs,Q1,NULL,9.52,9.52,BSOL ICB
2019,9.99,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White British,65+ yrs,Q2,NULL,9.99,9.99,BSOL ICB
2019,11.2,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White British,65+ yrs,Q3,NULL,11.2,11.2,BSOL ICB
2019,11.2,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White British,65+ yrs,Q4,NULL,11.2,11.2,BSOL ICB
2019,11.4,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White British,65+ yrs,Q5,NULL,11.4,11.4,BSOL ICB
2019,8.82,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White other,65+ yrs,NULL,NULL,8.81,8.82,BSOL ICB
2019,8.58,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White other,65+ yrs,Q1,NULL,8.58,8.58,BSOL ICB
2019,7.18,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White other,65+ yrs,Q2,NULL,7.17,7.18,BSOL ICB
2019,9.33,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White other,65+ yrs,Q3,NULL,9.33,9.33,BSOL ICB
2019,6.69,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White other,65+ yrs,Q4,NULL,6.69,6.7,BSOL ICB
2020,8.73,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Bangladeshi,65+ yrs,NULL,NULL,8.73,8.73,BSOL ICB
2020,8.92,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Bangladeshi,65+ yrs,Q1,NULL,8.92,8.92,BSOL ICB
2020,9.98,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Black African,65+ yrs,NULL,NULL,9.98,9.99,BSOL ICB
2020,10.3,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Black African,65+ yrs,Q1,NULL,10.3,10.3,BSOL ICB
2020,6.27,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Black African,65+ yrs,Q2,NULL,6.26,6.27,BSOL ICB
2020,10.4,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Black Caribbean,65+ yrs,NULL,NULL,10.4,10.4,BSOL ICB
2020,10.2,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Black Caribbean,65+ yrs,Q1,NULL,10.2,10.2,BSOL ICB
2020,10.7,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Black Caribbean,65+ yrs,Q2,NULL,10.7,10.7,BSOL ICB
2020,9.72,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Black Caribbean,65+ yrs,Q3,NULL,9.71,9.72,BSOL ICB
2020,10.5,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Indian,65+ yrs,NULL,NULL,10.5,10.5,BSOL ICB
2020,10.1,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Indian,65+ yrs,Q1,NULL,10.1,10.1,BSOL ICB
2020,11,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Indian,65+ yrs,Q2,NULL,11,11,BSOL ICB
2020,11.8,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Indian,65+ yrs,Q3,NULL,11.8,11.8,BSOL ICB
2020,10.8,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Indian,65+ yrs,Q4,NULL,10.8,10.8,BSOL ICB
2020,8.39,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Mixed,65+ yrs,NULL,NULL,8.39,8.4,BSOL ICB
2020,8.16,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Mixed,65+ yrs,Q1,NULL,8.16,8.17,BSOL ICB
2020,6.28,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Mixed,65+ yrs,Q2,NULL,6.28,6.28,BSOL ICB
2020,9.75,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,NULL,9.75,9.76,BSOL ICB
2020,9.46,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,Q1,NULL,9.45,9.46,BSOL ICB
2020,9.89,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,Q2,NULL,9.88,9.89,BSOL ICB
2020,11.1,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,Q3,NULL,11.1,11.1,BSOL ICB
2020,10.9,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,Q4,NULL,10.9,10.9,BSOL ICB
2020,11.3,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,Q5,NULL,11.3,11.3,BSOL ICB
2020,10.9,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Other,65+ yrs,NULL,NULL,10.9,10.9,BSOL ICB
2020,10.6,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Other,65+ yrs,Q1,NULL,10.6,10.6,BSOL ICB
2020,10.4,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Other,65+ yrs,Q2,NULL,10.4,10.4,BSOL ICB
2020,10.2,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Other,65+ yrs,Q3,NULL,10.2,10.2,BSOL ICB
2020,10.2,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Pakistani,65+ yrs,NULL,NULL,10.2,10.2,BSOL ICB
2020,10.2,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Pakistani,65+ yrs,Q1,NULL,10.2,10.2,BSOL ICB
2020,8.63,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Pakistani,65+ yrs,Q2,NULL,8.62,8.63,BSOL ICB
2020,7.95,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Pakistani,65+ yrs,Q3,NULL,7.95,7.95,BSOL ICB
2020,9.03,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,Pakistani,65+ yrs,Q4,NULL,9.02,9.03,BSOL ICB
2020,9.81,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White British,65+ yrs,NULL,NULL,9.81,9.81,BSOL ICB
2020,9.46,Birmingham,Cancer & Aging: Healthy life expectancy (male),Male,White British,65+ yrs,Q1,NULL,9.46,9.46,BSOL ICB
